40	447ns
41	476ns
42	483ns
43	525ns
44	496ns
45	550ns
46	506ns
47	509ns
48	514ns
49	537ns
50	592ns
51	613ns
52	632ns
53	710ns
54	661ns
55	706ns
56	713ns
57	705ns
58	727ns
59	699ns
60	713ns
61	720ns
62	802ns
63	763ns
64	778ns
65	758ns
66	841ns
67	822ns
68	799ns
69	864ns
70	932ns
71	834ns
72	813ns
73	805ns
74	782ns
75	848ns
76	886ns
77	879ns
78	984ns
79	989ns
80	977ns
81	936ns
82	964ns
83	963ns
84	1026ns
85	968ns
